10	3.1424259850010978	0.0008333314113047	0.00011945
100	3.1416009869231245	0.0000083333333314	0.00005412
1000	3.1415927369231267	0.0000000833333336	0.00007820
10000	3.1415926544231270	0.0000000008333338	0.00022221
100000	3.1415926535981251	0.0000000000083320	0.00005031
1000000	3.1415926535898775	0.0000000000000844	0.00024986
10000000	3.1415926535897918	0.0000000000000013	0.00136328
100000000	3.1415926535897536	0.0000000000000395	0.01297474
1000000000	3.1415926535898513	0.0000000000000582	0.09431815
10000000000	3.1415926535897909	0.0000000000000022	0.65916395
